116th Bill Name,117th Bill Name,Short Title
116-HB5657,117-HB1028,Religious Insignia on Dog Tags Act
116-HB4890,117-HB1182,Veteran Deportation Prevention and Reform Act
116-HB1764,117-HB1881,"To amend the Federal Water Pollution Control Act with respect to permitting terms, and for other purposes."
116-HB3343,117-HB1751,Technical Assistance for Health Grants Act
116-HB3120,117-HB3296,"To require the Secretary of Energy to establish an energy efficiency materials pilot program, and for other purposes."
116-HB8681,117-HB6997,Stopping the Fraudulent Sales of Firearms Act
116-HB5985,117-HB5207,Foreign Robocall Elimination Act
116-HB3128,117-HB6978,Collegiate Freedom of Association Act
116-HB3797,117-HB5657,Medical Marijuana Research Act
116-HB3145,117-HB3629,PARK IT Act Protecting Americans from the Risks of Keyless Ignition Technology Act
116-HB2789,117-HB317,To amend the Public Health Service Act to establish a health insurance Federal Invisible Risk Sharing Program.
116-HB2375,117-HB2891,Preserve Access to Affordable Generics and Biosimilars Act
116-HB1677,117-HB1244,To repeal certain foreign affairs reporting requirements.
116-HB7353,117-HB1053,TRUSTED Broadband Networks Act Timely Replacement Under Secure and Trusted for Early and Dependable Broadband Networks Act
116-HCR41,117-HCR34,Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy.
116-HB163,117-HB100,CLEAN Elections Act Citizen Legislature Anti-Corruption Reform of Elections Act
116-HB5516,117-HB4601,Commitment to Veteran Support and Outreach Act
116-HB7521,117-HB1815,Safe Line Speeds in COVID–19 Act
116-HB8243,117-HB7168,Sunset Crater Volcano National Monument Boundary Adjustment Act
116-HB3603,117-HB415,"To amend chapter 7 of title 5, United States Code, to provide that in the case of an agency that appeals the ruling of a court under that chapter, and does not prevail on appeal, the court shall award the prevailing party reasonable attorney's fees and costs, and for other purposes."
116-HB746,117-HB6283,Get Foreign Money Out of U.S. Elections Act
116-HB2562,117-HB2940,Advancing International and Foreign Language Education Act
116-HB3686,117-HB229,Campaign Spending Integrity Act
116-HB8543,117-HB3717,Power Line Resiliency Act
116-HB83,117-HB6515,Responsible Path to Full Obamacare Repeal Act
116-HB414,117-HB74,Protecting Local Communities from Harmful Algal Blooms Act
116-HB5935,117-HB1680,Lawful Interstate Transportation of Firearms Act
116-HR1089,117-HR713,Expressing the sense of the House of Representatives that the Nation should honor and recognize military families who have been disproportionately affected by the COVID-19 crisis.
116-HB2724,117-HB5339,Protecting Education Privacy Act
116-HB2902,117-HB2556,Maternal CARE Act Maternal Care Access and Reducing Emergencies Act
116-HB6077,117-HB2782,Woman’s Right To Know Act
116-HR579,117-HR49,"Expressing the sense of the Congress that a commemorative postage stamp series should be issued honoring women veterans, and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General that such a stamp series be issued."
116-HB3948,117-HB2628,Debt Collection Practices Harmonization Act
116-HB6491,117-HB3193,E-BRIDGE Act Eliminating Barriers to Rural Internet Development Grant Eligibility Act
116-HR816,117-HR894,Recognizing the significance of the Greensboro Four sit-in.
116-HB1266,117-HB1454,Ghost Guns Are Guns Act
116-HB208,117-HB157,Guam Supplemental Security Income Equality Act
116-HB1378,117-HB4206,District of Columbia Clemency Home Rule Act
116-HB2499,117-HB6684,Hire Student Veterans Act
116-HB6473,117-HB4343,Patriot Retention Act
116-HB5873,117-HB1842,Harriet Tubman Bicentennial Commemorative Coin Act
116-HB6926,117-HB2297,MIND Act Meeting IMD Needs with Direction Act
116-HCR48,117-HR482,Supporting National Men's Health Week.
116-HCR103,117-HR482,Supporting National Men's Health Week.
116-HB8299,117-HB1638,Gilt Edge Mine Conveyance Act
116-HB2876,117-HB7216,American Students Abroad Act
116-HB6477,117-HB2501,Spectrum Coordination Act
116-HR420,117-HR1494,Permitting official photographs of the House of Representatives to be taken while the House is in actual session on a date designated by the Speaker.
116-HB2112,117-HB4986,Refund to Rainy Day Savings Act
116-HB5118,117-HB3310,Promoting Service in Transportation Act
116-HB1847,117-HB23,Inspector General Protection Act
116-HB8917,117-HB1287,"To amend the Omnibus Parks and Public Lands Management Act of 1996 to extend the authorization of the South Carolina National Heritage Corridor, and for other purposes."
116-HB3818,117-HB784,INFANT Act Infants Need Food And Nutrition Today Act
116-HB839,117-HB511,National Multimodal Freight Network Improvement Act
116-HB42,117-HB141,FRIENDS Act First Responder Identification of Emergency Needs in Disaster Situations
116-HB2850,117-HB9072,Humane Retirement Act
116-HB1042,117-HB1442,PREPARED Act Providing Responsible Emergency Plans for Animals at Risk of Emerging Disasters Act
116-HR157,117-HR181,Restoring Integrity in Democracy Resolution
116-HB5598,117-HB2794,Boundary Waters Wilderness Protection and Pollution Prevention Act
116-HB1299,117-HB8376,Peggy Frank Memorial Act
116-HB4959,117-HB3869,Pro-Growth Budgeting Act
116-HB6747,117-HB3490,Rural Transportation Improvement Act
116-HB1871,117-HB454,Protect Patriot Parents Act
116-HB7454,117-HB4705,Treating Tribes and Counties as Good Neighbors Act
116-HB8937,117-HB5397,National Civilian Medals Improvement Act
116-HB6149,117-HB1784,Medicaid REACH Act Medicaid Report on Expansion of Access to Coverage for Health Act
116-HB6127,117-HB4586,Risk-Based Credit Examination Act
116-HB3699,117-HB3243,Pipeline Security Act
116-HB4737,117-HB3756,Department of Homeland Security Climate Change Research Act
116-HB4139,117-HB268,"To provide for the boundary of the Palo Alto Battlefield National Historic Park to be adjusted, to authorize the donation of land to the United States for addition to that historic park, and for other purposes."
116-HB7680,117-HB1291,Reinforcing Utility Restoration After Losses (RURAL) Act
116-HB73,117-HB35,"To terminate the designation of the Islamic Republic of Pakistan as a major non-NATO ally, and for other purposes."
116-HB638,117-HB638,Cost Estimates Improvement Act
116-HR343,117-HR302,"Recognizing the commencement of Ramadan, the Muslim holy month of fasting and spiritual renewal, and commending Muslims in the United States and throughout the world for their faith."
116-HR940,117-HR302,"Recognizing the commencement of Ramadan, the Muslim holy month of fasting and spiritual renewal, and commending Muslims in the United States and throughout the world for their faith."
116-HB588,117-HB5456,Federal Employees Civil Relief Act
116-HB8701,117-HB2669,FEMA Loan Interest Payment Relief Act
116-HB5941,117-HB116,Equal Rights and Access for the Women of South Sudan Act
116-HB5546,117-HB546,Effective Assistance of Counsel in the Digital Era Act
116-HB370,117-HB3078,Pipeline and LNG Facility Cybersecurity Preparedness Act
116-HB3822,117-HB3097,Green Transportation Act
116-HB8478,117-HB1100,Online Accessibility Act
116-HB2493,117-HB3994,ACT for Veterans Act Addressing Care Timelines for Veterans Act
116-HJR91,117-HJR5,Proposing an amendment to the Constitution of the United States protecting the right of citizens to vote.
116-HB1738,117-HB3214,Protecting Children Through Eliminating Visa Loopholes Act
116-HB3078,117-HB3644,Expanding Access to Retirement Savings for Caregivers Act
116-HB631,117-HB680,"For the relief of Arpita Kurdekar, Girish Kurdekar, and Vandana Kurdekar."
116-HB5105,117-HB4928,RESPECT Act Responsive Employees Support Productive Educated Congressional Talk Act
116-HB3239,117-HB7257,Humanitarian Standards for Individuals in Customs and Border Protection Custody Act
116-HJR57,117-HJR80,Proposing an amendment to the Constitution of the United States relating to the authority of Congress and the States to regulate contributions and expenditures in political campaigns and to enact public financing systems for such campaigns.
116-HB5300,117-HB7742,Enhancing Financial Stability Research and Oversight Act
116-HR973,117-HR1085,"Recognizing the Muslim holy month of Ramadan, commending a month of fasting and spiritual renewal, and extending best wishes to Muslims in the United States and across the globe for a joyous and meaningful observance of Eid al-Fitr."
116-HR424,117-HR1085,"Recognizing the Muslim holy month of Ramadan, commending a month of fasting and spiritual renewal, and extending best wishes to Muslims in the United States and across the globe for a joyous and meaningful observance of Eid al-Fitr."
116-HB3490,117-HB2540,Small Business Lending Fairness Act
116-HB3946,117-HB2110,Debt Solution and Accountability Act
116-HB89,117-HB62,Improving Science in Chemical Assessments Act
116-HB8018,117-HB6503,District of Columbia Special Elections Home Rule Act
116-HB3254,117-HB3701,PIPE Act Protecting Infrastructure and Promoting the Economy Act
116-HB5330,117-HB2537,Consumer Protection for Medical Debt Collections Act
116-HB2832,117-HB7220,Frank Adelmann Manufactured Housing Community Sustainability Act
116-HB4030,117-HB2022,Asylum Abuse Reduction Act
116-HJR20,117-HJR18,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.
116-HB7318,117-HB3633,Greener Transportation for Communities Act
116-HR909,117-HR90,Supporting an international investigation into the handling by the Government of the People's Republic of China of COVID-19 and the impact thereof on the people of the United States and other nations.
116-HB3751,117-HB4725,No Student Loan Interest Act
116-HB4589,117-HB9117,To make permanent the authority of the Secretary of Veterans Affairs to make grants for the transportation of highly rural veterans to medical care.
116-HB1013,117-HB531,ICE and CBP Body Camera Accountability Act
116-HCR122,117-HCR55,Recognizing the significance of equal pay and the disparity in wages paid to Latina women in comparison to men.
116-HCR76,117-HCR55,Recognizing the significance of equal pay and the disparity in wages paid to Latina women in comparison to men.
116-HB1660,117-HB5972,LEAP Act Leveraging and Energizing America’s Apprenticeship Programs Act
116-HB1774,117-HB5972,LEAP Act Leveraging and Energizing America’s Apprenticeship Programs Act
116-HB4238,117-HB5972,LEAP Act Leveraging and Energizing America’s Apprenticeship Programs Act
116-HB5376,117-HB1198,END Child Exploitation Act Eliminate Network Distribution of Child Exploitation Act
116-HB4899,117-HB2130,Rural America Health Corps Act
116-HB4397,117-HB2999,"Direct CARE Opportunity Act Direct Creation, Advancement, and Retention of Employment Opportunity Act"
116-HB4989,117-HB6523,Access to AEDs Act
116-HB3750,117-HB1209,For the relief of Rene Alexander Garcia Maldonado.
116-HB3374,117-HB1659,LGBTQ Business Equal Credit Enforcement and Investment Act
116-HB4436,117-HB2425,National Poverty Research Center Authorization Act
116-HB5737,117-HB6935,Voluntary Grazing Permit Retirement Act
116-HB7307,117-HB2075,Foreign Advanced Technology Surveillance Accountability Act
116-HB8991,117-HB589,American Election Security Act
116-HB5849,117-HB1120,Illicit Arms Trafficking Security Enforcement Act
116-HB9020,117-HB5499,PROVIDE Act Priority Response for Veterans Impacted by Disasters and Emergencies Act
116-HB4699,117-HB1823,To amend title XIX of the Social Security Act to remove the matching requirement for a territory to use specially allocated Federal funds for Medicare covered part D drugs for low-income individuals.
116-HB2172,117-HB1823,To amend title XIX of the Social Security Act to remove the matching requirement for a territory to use specially allocated Federal funds for Medicare covered part D drugs for low-income individuals.
116-HR60,117-HR119,"Expressing the sense of the House of Representatives that the United States Postal Service should take all appropriate measures to restore service standards in effect as of July 1, 2012."
116-HB4236,117-HB5533,Reducing Waste in National Parks Act
116-HB3922,117-HB835,American Opportunity Accounts Act
116-HB3864,117-HB2219,End Child Trafficking Now Act
116-HB6940,117-HB5476,Advancing Tech Startups Act
116-HB5418,117-HB1966,Empowering Nonprofits Act
116-HB8585,117-HB1435,American Right to Family Act
116-HB2694,117-HB1065,Pregnant Workers Fairness Act
116-HB8501,117-HB3737,"TEAMS Act Tax-preparer Enforcement, Accountability, and Minimum Standards Act"
116-HB3938,117-HB3367,Gold Star Children Act
116-HB4437,117-HB7261,Small Business Flexibility Act
116-HB5452,117-HB2599,Sandy Duplication of Benefits Fairness Act
116-HB5981,117-HB6889,Credit Union Board Modernization Act
116-HB1381,117-HB2433,Burn Pit Registry Enhancement Act
