116th Bill Name,117th Bill Name,Matches,Short Title,Long Title
116-HB6568,117-HB796,long,,"To require group health plans and health insurance issuers offering group or individual health insurance coverage to provide coverage without imposing any cost sharing requirements for certain items and services furnished during any portion of the COVID-19 emergency period, and for other purposes."
116-HB4811,117-HB31,short & long,Health Coverage Choice Act,"To amend title XXVII of the Public Health Service Act to provide for a definition of short-term limited duration insurance, and for other purposes."
116-HB4179,117-HB4994,short,No Federal Funding for Confederate Symbols Act,
116-HB3316,117-HB2143,short,Neighborhood Homes Investment Act,
116-HR321,117-HR306,short,"Recognizing the historic, cultural, and religious significance of the festival of Vaisakhi, and for other purposes.",
116-HB7782,117-HB5393,long,,"To amend the Communications Act of 1934 to provide for mandatory cable carriage of low power television stations sharing facilities of certain full power commercial VHF stations, and for other purposes."
116-HB4522,117-HB329,short,Puerto Rico Federal Judicial Improvement Act,
116-HB4849,117-HB4428,short,Upward Mobility Enhancement Act,
116-HB5114,117-HB3247,short,Stop EITC and CTC Seizures Act,
116-HB542,117-HB1850,short,Supporting Research and Development for First Responders Act,
116-HR444,117-HR490,short,"Reaffirming the importance of the United States to promote the safety, health, and well-being of refugees and displaced persons.",
116-HR1029,117-HR869,long,,"Amending the Rules of the House of Representatives with respect to the enforcement of committee subpoenas to executive branch officials, and for other purposes."
116-HB8374,117-HB9099,long,,"To amend the Public Health Service Act to provide for establishment of an Office of Minority and Women Inclusion within each covered agency of the Department of Health and Human Services, and for other purposes."
116-HB3342,117-HB4351,short,Health Providers Training Act,
116-HB3964,117-HB515,long,,"To provide a civil remedy for individuals harmed by sanctuary jurisdiction policies, and for other purposes."
116-HB106,117-HB3181,short,Health and Human Services Hiree Clarification Act,
116-HB8043,117-HB6679,short,Scholarship for Service: The Building Better Americans Act,
116-HB7227,117-HB846,short,COVID–19 Whistleblower Protection Act,
116-HB4435,117-HB2505,long,,"To amend the Surface Mining Control and Reclamation Act of 1977 to protect taxpayers from liability associated with the reclamation of surface coal mining operations, and for other purposes."
116-HB8228,117-HB6116,short,Our Lawn Act,
116-HB8866,117-HB1779,short & long,MORE USDA Grants Act More Opportunities for Rural Economies from USDA Grants Act,"To improve the process for awarding grants under certain programs of the Department of Agriculture to certain counties in which the majority of land is owned or managed by the Federal Government and to other units of local government and Tribal governments in those counties, and for other purposes."
116-HB7583,117-HB4081,short & long,Informing Consumers about Smart Devices Act,To require the disclosure of a camera or recording capability in certain internet-connected devices.
116-HB3819,117-HB780,short,Climate and Health Protection Act,
116-HB6338,117-HB295,short,Pandemic Healthcare Access Act,
116-HB8028,117-HB6053,short,Protect Minority Student Borrowers Act,
116-HB7418,117-HB2913,short & long,Encouraging Americans to Save Act,To amend the Internal Revenue Code of 1986 to provide matching payments for retirement savings contributions by certain individuals.
116-HR302,117-HR1185,short,Embracing the goals and provisions of the Treaty on the Prohibition of Nuclear Weapons.,
116-HB1419,117-HB2010,short,Public Option Deficit Reduction Act,
116-HB2640,117-HB5805,short,Buffalo Tract Protection Act,
116-HB5878,117-HB4717,short,Global Migration Agreement Act,
116-HB7110,117-HB3528,short,Warren Cowles Grade Crossing Safety Act,
116-HB1623,117-HB1515,short,Help America Run Act,
116-HCR19,117-HCR88,short,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.,
116-HCR96,117-HCR88,short,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby.,
116-HB7699,117-HB446,short,Protecting Seniors from Emergency Scams Act,
116-HB5652,117-HB3178,short,Estate Tax Rate Reduction Act,
116-HB353,117-HB1145,short,"To direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",
116-HB237,117-HB1145,short,"To direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",
116-HB5178,117-HB915,long,,"To amend the Congressional Budget Act of 1974 to provide for procedures to meet a target ratio of public debt to gross domestic product, and for other purposes."
116-HB7358,117-HB8734,short,Mount Rushmore Protection Act,
116-HR848,117-HR1306,short,"Expressing the support of the House of Representatives for the designation of ""Public Radio Music Day"" and its deep appreciation for the role of public radio music stations in serving listeners, musicians, and hundreds of communities in the United States.",
116-HB3801,117-HB2339,short,Military Hunger Prevention Act,
116-HB7681,117-HB2769,short & long,Intercity Passenger Rail Trust Fund Act,"To establish the Intercity Passenger Rail Trust Fund to ensure a safe, sustainable, convenient transportation option for the people of the United States, and for other purposes."
116-HB8142,117-HB5043,long,,"To provide for a moratorium on evictions from and foreclosures on residences during a major disaster or emergency, and for other purposes."
116-HB5397,117-HB1903,short,Rural Education Investment Act,
116-HB4512,117-HB5413,short,Outdoors for All Act,
116-HB1499,117-HB153,long,,"To prohibit brand name drug manufacturers from compensating generic drug manufacturers to delay the entry of a generic drug into the market, and to prohibit biological product manufacturers from compensating biosimilar and interchangeable product manufacturers to delay entry of biosimilar and interchangeable products, and for other purposes."
116-HB4332,117-HB5940,short,Paul Laurence Dunbar Commemorative Coin Act,
116-HB5285,117-HB4652,long,,"To provide competitive grants for training court reporters and closed captioners to meet requirements for realtime writers under the Communications Act of 1934, and for other purposes."
116-HB7326,117-HB3343,short & long,Protecting America From Spies Act,"To amend section 212 of the Immigration and Nationality Act to ensure that efforts to engage in espionage or technology transfer are considered in visa issuance, and for other purposes."
116-HB6708,117-HB70,long,,"To support the advanced manufacturing technologies program of the Food and Drug Administration, to establish National Centers of Excellence in Advanced Pharmaceutical Manufacturing, and for other purposes."
116-HJR47,117-HJR92,short,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.,
116-HB8256,117-HB692,short & long,Recognition of Local Interests in NEPA Decision Making,To amend the National Environmental Policy Act of 1969 to provide a rule to determine venue for a proceeding for judicial review of certain agency actions.
116-HB7288,117-HB1391,long,,"To direct the Secretary of Health and Human Services and other Federal officials to compile into a searchable database information relating to Federal support for biomedical research and development related to COVID-19, and for other purposes."
116-HB8518,117-HB3206,short,Law Enforcement Officer Recreation Pass Act,
116-HB7117,117-HB738,short,Essential Pay for Essential Workers Act,
116-HB8124,117-HB2694,long,,"To amend title 18, United States Code, to provide for transportation and subsistence for criminal justice defendants, and for other purposes."
116-HB4399,117-HB554,long,,"To amend the Federal Food, Drug, and Cosmetic Act to prohibit the approval of new abortion drugs, to prohibit investigational use exemptions for abortion drugs, and to impose additional regulatory requirements with respect to previously approved abortion drugs, and for other purposes."
116-HB8825,117-HB104,short & long,"To authorize the Maritime Administrator to use certain appropriated funds to purchase duplicate medals authorized under Merchant Mariners of World War II Congressional Gold Medal Act of 2020, and for other purposes.","To authorize the Maritime Administrator to use certain appropriated funds to purchase duplicate medals authorized under Merchant Mariners of World War II Congressional Gold Medal Act of 2020, and for other purposes."
116-HCR6,117-HCR30,short,Providing for a joint session of Congress to receive a message from the President.,
116-HB5743,117-HB2381,short,Protecting the Silos & Smokestacks National Heritage Area Act,
116-HB2523,117-HB5014,short,Anti-Congestion Tax Act,
116-HB6752,117-HB807,short & long,Invest in Child Safety Act,To establish the Office to Enforce and Protect Against Child Sexual Exploitation.
116-HR270,117-HR1003,short,Expressing support for designation of a Welcome Home Vietnam Veterans Day.,
116-HB5628,117-HB5653,long,,"To amend the Federal Water Pollution Control Act to modify certain allotments under that Act, and for other purposes."
116-HB4560,117-HB4412,short,"To amend the Public Health Service Act to reauthorize Johanna's Law, and for other purposes.",
116-HB4108,117-HB6585,short,Jumpstart on College Act,
116-HB2456,117-HB256,short,To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002.,
116-HB3897,117-HB9365,long,,"To amend title 38, United States Code, to increase the monthly housing stipend under the Post-9/11 Educational Assistance Program for individuals who pursue programs of education solely through distance learning on more than a half-time basis."
116-HB2612,117-HB3768,short & long,Federal Employee Disclosure (FED) Transparency Act,"To require the disclosure of pension records under the Freedom of Information Act, and for other purposes."
116-HB219,117-HB606,short,No Abortion Bonds Act,
116-HR308,117-HR296,short,Supporting the goals and ideals of National Youth HIV & AIDS Awareness Day.,
