116th Bill Name,117th Bill Name,Matches,Short Title,Long Title
116-HB7360,117-HB1058,short,Wireless Resiliency and Flexible Investment Act,
116-HB6389,117-HB2489,short,Martha Wright Prison Phone Justice Act,
116-HB6073,117-HB5918,long,,"To amend title 38, United States Code, to ensure that the Secretary of Veterans Affairs repays members of the Armed Forces for certain contributions made by such members towards Post-9/11 Educational Assistance."
116-HB5484,117-HB351,long,,"To amend the Food and Nutrition Act of 2008 to exclude from income, for the purpose of determining eligibility and benefits, income received from cost of living adjustments made under titles II and XVI of the Social Security Act and from supplementary payments received under section 1616 of such Act."
116-HB8497,117-HB2169,short,Preventing SBA Assistance from Going to China Act,
116-HR266,117-HR286,short,"Recognizing March 31 as ""César Chávez Day"" in honor of the accomplishments and legacy of César Estrada Chávez.",
116-HB5265,117-HB2493,long,,To provide for the restoration of legal rights for claimants under holocaust-era insurance policies.
116-HB6742,117-HB28,short,Protecting Life in Crisis Act,
116-HR529,117-HR1186,short,"Honoring the life of Petty Officer Raul Guerra of Montebello, California, who perished on October 8, 1967, during military operations off northern Vietnam, and the work of the Bring Raul Home Committee to have Petty Officer Raul Guerra's remains laid to rest in California.",
116-HB3094,117-HB49,short,"To designate the National Pulse Memorial located at 1912 South Orange Avenue, Orlando, Florida, 32806, and for other purposes.",
116-HB740,117-HB625,short,Military Child Educational Freedom Act,
116-HB5400,117-HB4124,short,National Biomedical Research Act,
116-HB6008,117-HB2992,long,,"To direct the Attorney General to develop crisis intervention training tools for use by first responders related to interacting with persons who have a traumatic brain injury, another form of acquired brain injury, or post-traumatic stress disorder, and for other purposes."
116-HB4452,117-HB5238,short,Grandparent-Grandchild Medical Leave Act,
116-HB7779,117-HB8721,short,"To designate the mountain at Mount Rushmore National Memorial, South Dakota, as Mount Rushmore, and for other purposes.",
116-HB2069,117-HB4418,short,SPIKE Act Stopping the Pharmaceutical Industry from Keeping drugs Expensive Act,
116-HB767,117-HB246,short,"To designate the Federal building and United States courthouse located at 180 West Main Street in Abingdon, Virginia, as the ""H. Emory Widener, Jr., Federal Building and United States Courthouse"".",
116-HB214,117-HB319,short,To authorize an additional district judgeship for the district of Idaho.,
116-HR853,117-HR539,short,"Recognizing the maternal health crisis in the United States and the importance of reducing mortality and morbidity among all women, and honoring mothers.",
116-HB3232,117-HB8549,short,Young Farmer Success Act,
116-HB1601,117-HB214,short,Daylight Act,
116-HB8771,117-HB2512,short,Chisholm National Historic Trail and Western National Historic Trail Designation Act,
116-HB4873,117-HB2838,short & long,Syrian Partner Protection Act,"To provide for special immigrant status for Syrian Kurds and other Syrians who partnered with the United States Government in Syria, and for other purposes."
116-HB5848,117-HB3822,short & long,ASSET Act Allowing Steady Savings by Eliminating Tests Act,"To eliminate asset limits employed by certain federally funded means-tested public assistance programs, and for other purposes."
116-HB3347,117-HB5240,short,Rural Health Training Opportunities Act,
116-HB604,117-HB226,short,"To direct the United States Postal Service to designate a single, unique ZIP Code for Fairlawn, Virginia, and for other purposes.",
116-HB8146,117-HB1236,short,Imported Seafood Testing Act,
116-HB5853,117-HB1154,short,Great Dismal Swamp National Heritage Area Act,
116-HB5672,117-HB6895,long,,"To establish the Commission on Sustaining Medicare and Social Security, and for other purposes."
116-HB3756,117-HB4034,short,Pre-apprenticeship Promotion Act,
116-HB3776,117-HB457,short & long,Correcting Hurtful and Alienating Names in Government Expression (CHANGE) Act,"To prohibit Executive agencies from using the derogatory term ""alien"" to refer to an individual who is not a citizen or national of the United States, to amend chapter 1 of title 1, United States Code, to establish a uniform definition for the term ""foreign national"", and for other purposes."
116-HB5872,117-HB4527,short,Oath of Exit Act,
116-HB2920,117-HB6108,short,Community College to Career Fund in Higher Education Act,
116-HB3312,117-HB3493,long,,To amend the Immigration and Nationality Act to provide for an extension of the application period for certain aliens present in the United States for adjustment of status.
116-HB746,117-HB6283,short,Get Foreign Money Out of U.S. Elections Act,
116-HJR23,117-HJR23,short,Proposing an amendment to the Constitution of the United States extending the right to vote to citizens sixteen years of age or older.,
116-HB4603,117-HB8472,long,,To amend the Higher Education Act of 1965 to provide for Federal student loan reform.
116-HCR121,117-HCR99,short,"Recognizing the People's Republic of China as the greatest foreign threat to United States peace, security, and stability.",
116-HJR13,117-HJR45,short,Proposing an amendment to the Constitution of the United States to clarify the presidential pardoning power.,
116-HB6941,117-HB4001,short,Online Retailer Product Origin Disclosure Act,
116-HB4838,117-HB3348,short,SOS: Sustaining Outpatient Services Act,
116-HB1014,117-HB1689,short,Offshore Wind for Territories Act,
116-HB3192,117-HB2914,short,Improving Mental Health Access for Students Act,
116-HB3338,117-HB4171,short,Essential Skills and Child Care for Health Professions Act,
116-HB7965,117-HB700,short,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the ""Lawrence M. 'Larry' Walsh Sr. Post Office"".",
116-HB7870,117-HB700,short,"To designate the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the ""Lawrence M. 'Larry' Walsh Sr. Post Office"".",
116-HB5990,117-HB670,short,Bronzeville-Black Metropolis National Heritage Area Act,
116-HB5759,117-HB6723,long,,To establish a career pathway grant program.
116-HB8378,117-HB4451,short & long,Securities Clarity Act,To amend the securities laws to exclude investment contract assets from the definition of a security.
116-HB1360,117-HB292,short,VA Health Center Management Stability and Improvement Act,
116-HB7415,117-HB461,short,Hong Kong Safe Harbor Act,
116-HB2867,117-HB4836,long,,"To amend chapter 44 of title 18, United States Code, to require the safe storage of firearms, and for other purposes."
116-HB3603,117-HB415,short,"To amend chapter 7 of title 5, United States Code, to provide that in the case of an agency that appeals the ruling of a court under that chapter, and does not prevail on appeal, the court shall award the prevailing party reasonable attorney's fees and costs, and for other purposes.",
116-HB3930,117-HB2675,long,,"To cap noninterest Federal spending as a percentage of potential GDP to right-size the Government, grow the economy, and balance the budget."
116-HR1044,117-HR525,short,Expressing support for the designation of Journeyman Lineworkers Recognition Day.,
116-HB5638,117-HB48,short,American Sovereignty and Species Protection Act,
116-HB2875,117-HB7215,short,Ravi Thackurdeen Safe Students Study Abroad Act,
116-HB3993,117-HB6266,short,AMICUS Act Assessing Monetary Influence in the Courts of the United States Act,
116-HB4951,117-HB645,short,School Security Enhancement Act,
116-HB8243,117-HB7168,short,Sunset Crater Volcano National Monument Boundary Adjustment Act,
116-HB3914,117-HB3872,short,To apologize for the treatment of Italian Americans during World War II.,
116-HB1511,117-HB1622,short,Stop Underrides Act,
116-HB7521,117-HB1815,short,Safe Line Speeds in COVID–19 Act,
116-HB7207,117-HB6179,short,To prohibit the use of funds for the 2022 and 2026 World Cup until the date on which Policy 604-1 of the United States Soccer Federation is reinstated.,
116-HB6700,117-HB321,short,FEED Act FEMA Empowering Essential Deliveries Act,
116-HB3614,117-HB4144,short,Restricting Credit Checks for Employment Decisions Act,
116-HB7466,117-HB1164,short,Emancipation Statue Removal Act,
116-HB7478,117-HB1272,short & long,COST of Relocations Act Congressional Oversight to Secure Transparency of Relocations Act,"To require Federal agencies to conduct a benefit-cost analysis on relocations involving the movement of employment positions to different areas, and for other purposes."
116-HB8560,117-HB1924,short & long,Kenneth P. Thompson Begin Again Act,"To provide first-time, low-level, nonviolent simple possession offenders an opportunity to expunge that conviction after successful completion of court-imposed probation."
116-HB2070,117-HB5382,short,POWER Act Providing Officers With Electronic Resources Act,
116-HB8734,117-HB215,short & long,Victims' Voice and Transparency Act,To amend the Congressional Accountability Act of 1995 to prohibit the imposition of a nondisclosure agreement as a condition of the payment of any award or settlement in connection with a violation of such Act.
116-HB2746,117-HB2447,short,Veterinary Medicine Loan Repayment Program Enhancement Act,
116-HB7383,117-HB2385,long,,"To direct the Comptroller General of the United States to conduct a study regarding women involuntarily separated or discharged from the Armed Forces due to pregnancy or parenthood, and for other purposes."
116-HB305,117-HB877,short,Sanctity of Human Life Act,
116-HB3496,117-HB5697,short,CREATE Opportunities Act Community Re-Entry through Addiction Treatment to Enhance Opportunities Act,
116-HB5980,117-HB1950,long,,"To amend title 5, United States Code, to provide for the temporary halt in pension payments for Members of Congress sentenced for certain offenses, and for other purposes."
116-HB163,117-HB100,short,CLEAN Elections Act Citizen Legislature Anti-Corruption Reform of Elections Act,
116-HB3615,117-HB2331,short,Honor and Remember Flag Recognition Act,
116-HB5713,117-HB1027,short,Safe Bases Act,
116-HR1068,117-HR524,short,Expressing the sense of the House of Representatives that the alliance between the United States and the Republic of Slovenia and the enduring friendship between the American and Slovenian peoples is critical to United States interests.,
116-HCR41,117-HCR34,short,Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy.,
116-HB1739,117-HB4287,short,USA Workforce Tax Credit Act,
116-HB8632,117-HB3892,long,,"To direct the Secretary of Commerce, acting through the Administrator of the National Oceanic and Atmospheric Administration, to provide for ocean-based climate solutions to reduce carbon emissions and global warming; to make coastal communities more resilient; and to provide for the conservation and restoration of ocean and coastal habitats, biodiversity, and marine mammal and fish populations; and for other purposes."
116-HB3769,117-HB1199,short,STEM Diplomacy Act Supporting Technical Experts in Managing Diplomacy Act,
116-HB2200,117-HB2268,short & long,Keeping Our Promises Act,"To amend title 38, United States Code, to ensure that certain diseases are covered by the presumption of service connection relating to the exposure to herbicides by certain veterans who served in the Republic of Vietnam, and for other purposes."
116-HB7688,117-HB5756,long,,"To amend the Financial Institutions Reform, Recovery, and Enforcement Act of 1989 to establish a Portal for Appraiser Credentialing and AMC Registration Information, and for other purposes."
116-HB4586,117-HB505,short & long,Native American Education Opportunity Act,"To expand opportunity for Native American children through additional options in education, and for other purposes."
116-HB8978,117-HB9053,short & long,Community Driven Recovery for Puerto Rico Act,"To establish the Office for the Equitable, Transparent, and Accountable Puerto Rico Reconstruction, and for other purposes."
116-HR1104,117-HR324,short,"Recognizing the historic abolitionist events surrounding the Pearl, and honoring its legacy in American history.",
116-HB1858,117-HB1284,short,FOCA Act Fair and Open Competition Act,
116-HB7293,117-HB586,long,,"To amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy."
116-HB5074,117-HB2531,long,,"To amend title 38, United States Code, to make permanent the authority of the Secretary of Veterans Affairs to provide transportation to and from Department of Veterans Affairs facilities in connection with vocational rehabilitation or counseling."
116-HR719,117-HR815,short,Supporting the goals and ideals of National Rural Health Day.,
116-HR1200,117-HR815,short,Supporting the goals and ideals of National Rural Health Day.,
116-HB328,117-HB3313,short,Hack Your State Department Act,
116-HB1012,117-HB530,short,"REUNITE Act Reunite Every Unaccompanied Newborn Infant, Toddler and other children Expeditiously Act",
116-HB3453,117-HB3880,short,"To amend the Internal Revenue Code of 1986 to allow for contributions to the Alzheimer's Research and Caregiving Trust Fund, and for other purposes.",
116-HB33,117-HB30,short,Gun Trafficking Prohibition Act,
116-HB8204,117-HB3378,short & long,CSA OPPORTUNITY Act Children’s Savings Accounts Offer Parents Plenty Of Reasons To Understand and Invest in Tuition Yearly Act,"To amend the Social Security Act, the Food and Nutrition Act of 2008, and the Low-Income Home Energy Assistance Act of 1981 to require that the value of children's savings accounts be disregarded for the purpose of determining eligibility to receive benefits under such Acts, and for other purposes."
116-HB1367,117-HB2161,short,CAMRA Act Children and Media Research Advancement Act,
116-HB5969,117-HB2638,short,Public Housing Fire Safety Act,
116-HB932,117-HB1033,short,Renewable Energy Certainty Act,
116-HB4960,117-HB1345,short,Enhancing Entrepreneurship for the 21st Century Act,
116-HB2548,117-HB1917,short,Hazard Eligibility and Local Projects Act,
116-HB7700,117-HB646,short,COVID–19 Mine Worker Protection Act,
116-HB6587,117-HB4654,short & long,Social Media Fraud Mitigation Act,To prohibit the creation and use of fake social media accounts or profiles and the sending of fraudulent emails or other electronic messages.
116-HB8751,117-HB9116,short & long,Unrecognized Southeast Alaska Native Communities Recognition and Compensation Act,"To provide for the recognition of certain Alaska Native communities and the settlement of certain claims under the Alaska Native Claims Settlement Act, and for other purposes."
116-HB8775,117-HB8676,long,,"To require the Secretary of the Interior to take certain measures with respect to protecting the Salton Sea, and for other purposes."
116-HB7395,117-HB1526,long,,"To require flags of the United States of America to be domestically made, and for other purposes."
116-HB8382,117-HB2841,short & long,Student Athlete Level Playing Field Act,"To prohibit a covered athletic association and institution of higher education from prohibiting a student athlete from participating in intercollegiate athletics because such student athlete enters into an endorsement contract, and for other purposes."
116-HB8480,117-HB6965,short,Visit America Act,
116-HB2478,117-HB4268,short,Federal Retirement Fairness Act,
116-HB4327,117-HB5407,short,Enhancing Mental Health and Suicide Prevention Through Campus Planning Act,
116-HB6944,117-HB4147,short,"To award a Congressional Gold Medal to Billie Jean King, in recognition of her contribution to the Nation and her courageous and groundbreaking leadership advancing equal rights for women and the LGBTQ community in athletics, education, and our society.",
116-HB337,117-HB569,short,Defend our Coast Act,
116-HB8280,117-HB2990,short,Gig Worker Equity Compensation Act,
116-HB3096,117-HB4724,short,Strengthening Loan Forgiveness for Public Servants Act,
116-HB4542,117-HB2107,short,Nation’s Oldest Port National Heritage Area Act,
116-HB646,117-HB797,short,"To designate the facility of the United States Postal Service located at 24930 Washington Avenue in Murrieta, California, as the ""Riverside County Iraq and Afghanistan Veterans Memorial Post Office"".",
116-HB3510,117-HB2781,short,Water Resources Research Amendments Act,
116-HB1072,117-HB1715,short,SAGA Act Second Amendment Guarantee Act,
116-HB7176,117-HB475,long,,"To amend title 10, United States Code, to improve dependent coverage under the TRICARE Young Adult Program, and for other purposes."
116-HB8435,117-HB2475,short,HOV Lanes for Heroes Act,
116-HB349,117-HB216,short,"To designate a peak in the State of Nevada as Maude Frazier Mountain, and for other purposes.",
116-HB8049,117-HB2157,short & long,Stop Poisoning Florida Act,"To require the Corps of Engineers to prohibit certain discharges of water at Lake Okeechobee, and for other purposes."
116-HB8046,117-HB4179,long,,"To direct the Secretary of Labor, in coordination with other agencies, to conduct a study on the factors affecting the employment opportunities in the United States of immigrants and refugees who have professional credentials obtained in foreign countries, and for other purposes."
116-HB5200,117-HB1176,short,PSA Screening for HIM Act Prostate-Specific Antigen Screening for High-risk Insured Men Act,
116-HB3700,117-HB3883,short,"To amend title 38, United States Code, to prohibit smoking on the premises of any facility of the Veterans Health Administration, and for other purposes.",
116-HB4582,117-HB440,short & long,"To amend the Alaska Native Claims Settlement Act to provide that Alexander Creek, Alaska, is and shall be recognized as an eligible Native village under that Act, and for other purposes.","To amend the Alaska Native Claims Settlement Act to provide that Alexander Creek, Alaska, is and shall be recognized as an eligible Native village under that Act, and for other purposes."
116-HB8696,117-HB8579,long,,"To increase retirement savings, simplify and clarify retirement plan rules, and for other purposes."
116-HR822,117-HR27,short,Urging Tom Flores be inducted into the Pro Football Hall of Fame.,
116-HB8357,117-HB703,short & long,Apprenticeship Futures for All Act,"To ensure access to apprenticeships for underrepresented groups, eliminate barriers and ensure completion of apprenticeships, and invest in successful apprenticeship intermediaries."
116-HB102,117-HB75,short,No Pay Raise for Congress Act,
116-HB7961,117-HB1914,short,CAHOOTS Act Crisis Assistance Helping Out On The Streets Act,
116-HB2708,117-HB3929,short,Disarm Hate Act,
116-HB41,117-HB154,short,RESCUE Act for Black and Community Banks Reenergized Economic Sustainability for Community and Urban Entities Act for Black and Community Banks,
116-HB5764,117-HB3397,long,,"To establish high-quality dual language immersion programs in low-income communities, and for other purposes."
116-HB1860,117-HB3346,short,No Rate Regulation of Broadband Internet Access Act,
116-HB4169,117-HB4529,short,Religious Freedom Peace Tax Fund Act,
116-HB7543,117-HB2295,long,,"To amend title VII of the Public Health Service Act to provide for a loan repayment program for the HIV clinical and dental workforce, and for other purposes."
116-HB1193,117-HB1457,short,Reclamation of War Powers Act,
116-HB3154,117-HB782,short,Homeownership for DREAMers Act,
116-HB8755,117-HB2168,short & long,Expanded Telehealth Access Act,"To amend title XVIII of the Social Security Act to expand the scope of practitioners eligible for payment for telehealth services under the Medicare program, and for other purposes."
116-HB81,117-HB6514,short,To amend the Internal Revenue Code of 1986 to allow an above-the-line deduction for health insurance premiums.,
116-HB4711,117-HB6392,short,No Tax Breaks for Drug Ads Act,
116-HB8044,117-HB144,short,Supporting Early-Career Researchers Act,
116-HB8565,117-HB3716,long,,"To require agencies to analyze how certain rules impact children, and for other purposes."
116-HB2611,117-HB6982,short,Public Lands Telecommunications Act,
116-HB1787,117-HB4083,short,Corey Jones Act,
116-HB5212,117-HB3746,short,Accountable Care in Rural America Act,
116-HB7186,117-HB2854,short & long,Utility Resilience and Reliability Act,"To amend the Federal Power Act to require the Electric Reliability Organization to propose a reliability standard that addresses the resilience of the bulk-power system, and for other purposes."
116-HB5578,117-HB6834,long,,To provide for the mandatory recall of drugs regulated by the Food and Drug Administration.
116-HB4904,117-HB3653,short & long,Smarter Approaches to Nuclear Expenditures Act,"To reduce spending on nuclear weapons and related defense spending and to prohibit the procurement and deployment of low-yield nuclear warheads, and for other purposes."
116-HB3252,117-HB3485,short,Global Respect Act,
116-HB2127,117-HB278,short,No Taxpayer-Funded Art in Embassies Act,
116-HB1722,117-HB913,short,Build a Better VA Act,
116-HB8643,117-HB4340,short & long,PFAS Exposure Assessment and Documentation Act,"To direct the Secretary of Defense to include in periodic health assessments of members of the Armed Forces an evaluation of whether the member has been exposed to perfluoroalkyl substances and polyfluoroalkyl substances, and for other purposes."
116-HB7990,117-HB2538,short,FENTANYL Results Act Fighting Emerging Narcotics Through Additional Nations to Yield Lasting Results Act,
116-HB5153,117-HB2074,short,Indian Buffalo Management Act,
116-HR973,117-HR393,short,"Recognizing the Muslim holy month of Ramadan, commending a month of fasting and spiritual renewal, and extending best wishes to Muslims in the United States and across the globe for a joyous and meaningful observance of Eid al-Fitr.",
116-HR424,117-HR393,short,"Recognizing the Muslim holy month of Ramadan, commending a month of fasting and spiritual renewal, and extending best wishes to Muslims in the United States and across the globe for a joyous and meaningful observance of Eid al-Fitr.",
116-HB6902,117-HB1394,short & long,Black History is American History Act,"To authorize the Secretary of Education to award grants to eligible entities to carry out educational programs that include the history of peoples of African descent in the settling and founding of America, the economic and political environments that led to the development, institutionalization, and abolition of slavery and its impact on all Americans, the exploration and expansion of America, impact on and contributions to the development and enhancement of American life, United States history, literature, the economy, politics, body of laws, and culture, and for other purposes."
116-HB3131,117-HB3771,long,,"To amend the Public Health Service Act to provide for research and improvement of cardiovascular health among the South Asian population of the United States, and for other purposes."
116-HB3970,117-HB697,short,Stop Subsidizing Multimillion Dollar Corporate Bonuses Act,
116-HR1214,117-HR1043,short & long,Recognizing the accomplishments and contributions of Sikh Americans and Sikhs worldwide.,Recognizing the accomplishments and contributions of Sikh Americans and Sikhs worldwide.
116-HB4829,117-HB749,short,Remote Seafood Employee Meals Tax Parity Act,
116-HB5376,117-HB1198,short & long,END Child Exploitation Act Eliminate Network Distribution of Child Exploitation Act,"To amend title 18, United States Code, to require a provider of a report to the CyberTipline related to online sexual exploitation of children to preserve the contents of such report for 180 days, and for other purposes."
116-HB4211,117-HB3277,short,Animal Welfare Enforcement Improvement Act,
116-HB1660,117-HB5972,short,LEAP Act Leveraging and Energizing America’s Apprenticeship Programs Act,
116-HB1774,117-HB5972,short,LEAP Act Leveraging and Energizing America’s Apprenticeship Programs Act,
116-HB4238,117-HB5972,short,LEAP Act Leveraging and Energizing America’s Apprenticeship Programs Act,
116-HR236,117-HR513,short,Expressing the sense of the House of Representatives that welfare programs discourage marriage and hurt the institution of the family in the United States.,
116-HCR122,117-HCR55,short,Recognizing the significance of equal pay and the disparity in wages paid to Latina women in comparison to men.,
116-HCR76,117-HCR55,short,Recognizing the significance of equal pay and the disparity in wages paid to Latina women in comparison to men.,
116-HB2885,117-HB183,short,Veterans Collaboration Act,
116-HB5693,117-HB5365,short,Primary Health Services Enhancement Act,
116-HB4166,117-HB6976,short,Safe Landings Act,
116-HB1013,117-HB531,short,ICE and CBP Body Camera Accountability Act,
116-HB4677,117-HB5990,short,Dual Credit Innovation Act,
116-HB5303,117-HB479,short & long,California Central Coast Conservation Act,To establish a moratorium on oil and gas leasing on public land on the Central Coast of California.
116-HB8648,117-HB1527,long,,"To establish the Homeland Security Investigations victim assistance program, and for other purposes."
116-HB4589,117-HB9117,short,To make permanent the authority of the Secretary of Veterans Affairs to make grants for the transportation of highly rural veterans to medical care.,
116-HB3751,117-HB4725,short,No Student Loan Interest Act,
116-HB1896,117-HB5210,short,Supporting Children of the National Guard and Reserve Act,
116-HB612,117-HB760,short,Securing Our Borders and Wilderness Act,
116-HR909,117-HR90,short,Supporting an international investigation into the handling by the Government of the People's Republic of China of COVID-19 and the impact thereof on the people of the United States and other nations.,
116-HB9002,117-HB4952,long,,To amend title XIX of the Social Security Act to provide States an option to cover a children's program of all-inclusive coordinated care (ChiPACC) under Medicaid program.
116-HB899,117-HB899,short,To terminate the Department of Education.,
116-HB3365,117-HB5570,short,Commission of Fine Arts District of Columbia Home Rule Act,
116-HB8809,117-HB8072,long,,"To review the termination characterization of former employees of the Department of State who were fired by reason of the sexual orientation of such employees, and for other purposes."
116-HB5521,117-HB7387,short,"To amend title 40, United States Code, to permit commercial filmmaking and photography on the United States Capitol grounds, and for other purposes.",
116-HB6217,117-HB2336,long,,"To authorize the establishment of HOPE Account Pilot Projects, HOPE Action Plans Pilot Projects, and competitive grants for pilot projects."
116-HB5498,117-HB300,long,,"To amend title 46, United States Code, to allow transportation of merchandise in noncontiguous trade on foreign-flag vessels, and for other purposes."
116-HB3341,117-HB4051,short & long,Opioid Treatment Providers Act,To make opioid treatment programs eligible for grants under section 2008 of the Social Security Act.
116-HB7318,117-HB3633,short,Greener Transportation for Communities Act,
116-HB4451,117-HB6596,short,S.O.S. Veterans Caregivers Act Support Our Services to Veterans Caregivers Act,
116-HB8219,117-HB876,long,,"To direct the Under Secretary for Health of the Department of Veterans Affairs to provide certain information to Department of Veterans Affairs medical center staff and homelessness service providers regarding the Coordinated Entry program, and for other purposes."
116-HB883,117-HB2766,short,Families Belong Together Act,
116-HB4426,117-HB6573,short & long,Office of Technology Assessment Improvement and Enhancement Act,"To rename the Office of Technology Assessment as the Congressional Office of Technology, to revise the functions and duties of the Office, and for other purposes."
116-HB4766,117-HB628,long,,"To amend title 46, United States Code, to exclude certain aquaculture workers from treatment as seamen for the purpose of liability in the event of injury or death, and for other purposes."
116-HB2294,117-HB4547,long,,"To amend the Employee Retirement Income Security Act of 1974 to establish additional criteria for determining when employers may join together in a group or association of employers that will be treated as an employer under section 3(5) of such Act for purposes of sponsoring a group health plan, and for other purposes."
116-HB1628,117-HB2530,short,Enewetak Atoll Cleanup Radiation Study Act,
116-HB2192,117-HB3603,short,Defenders of Bataan and Corregidor Congressional Gold Medal Act,
116-HB6552,117-HB616,short,Emergency Water is a Human Right Act,
116-HB4762,117-HB3328,short,Fair Investment Opportunities for Professional Experts Act,
116-HB869,117-HB1477,short & long,Undetectable Firearms Modernization Act,To modernize the Undetectable Firearms Act of 1988.
116-HJR68,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR55,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR22,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR99,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR6,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR108,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR51,117-HJR78,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HB4797,117-HB1315,short,Restoring Access Through Identification Act,
116-HCR113,117-HR657,short,"Expressing the sense of Congress regarding the achievements of Tejano music artists such as Freddy Fender, Roberto Pulido, Flaco Jimenez, and Selena Quintanilla, in recognition of their contributions to the cultural heritage and diversity of the United States.",
116-HB8552,117-HB4596,short & long,Student Records Protection Act,"To amend the Higher Education Act of 1965 to require institutions of higher education to establish record-management plans in order to be accredited or continue to be accredited, and for other purposes."
116-HB3745,117-HB3279,long,,"To provide physical standards and reform the inspection process for housing assisted under section 8 of the United States Housing Act of 1937, and for other purposes."
116-HB2186,117-HB2160,short,Student Loan Refinancing Act,
116-HB8514,117-HB4797,short,Student Loan Relief Act,
116-HB1677,117-HB1244,short,To repeal certain foreign affairs reporting requirements.,
116-HB303,117-HB303,short,Retired Pay Restoration Act,
116-HB7936,117-HB2042,short,Federal Employee Access to Information Act,
116-HB5450,117-HB8097,short,"Cleaner, Quieter Airplanes Act",
116-HB7435,117-HB1600,short,Methane Emissions Reduction Act,
116-HR1029,117-HR406,short & long,Congressional Inherent Contempt Resolution,"Amending the Rules of the House of Representatives with respect to the enforcement of committee subpoenas to executive branch officials, and for other purposes."
116-HB2375,117-HB2891,short & long,Preserve Access to Affordable Generics and Biosimilars Act,"To prohibit prescription drug companies from compensating other prescription drug companies to delay the entry of a generic drug, biosimilar biological product, or interchangeable biological product into the market."
116-HB3359,117-HB4052,short,National Adoption and Foster Care Home Study Act,
116-HB2789,117-HB317,short,To amend the Public Health Service Act to establish a health insurance Federal Invisible Risk Sharing Program.,
116-HB375,117-HB4352,short,"To amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes, and for other purposes.",
116-HB5204,117-HB7370,short,Student Mental Health Rights Act,
116-HB166,117-HB166,short,Fair Lending for All Act,
116-HJR35,117-HJR28,short,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,
116-HB3145,117-HB3629,short,PARK IT Act Protecting Americans from the Risks of Keyless Ignition Technology Act,
116-HB6721,117-HB1843,short,COVID–19 Hate Crimes Act,
116-HB765,117-HB753,short & long,"Serve the People, Not the Swamp Act","To prohibit congressional recesses until Congress adopts a concurrent resolution on the budget that results in a balanced Federal budget by the last fiscal year covered by such resolution, to establish a 5-year ban on individuals appointed to Executive Schedule positions and Members of Congress engaging in lobbying activities at the Federal level, to provide for the termination of further retirement coverage for Members of Congress under the Federal Employees Retirement System, and for other purposes."
116-HB3988,117-HB3951,short,"To amend the 400 Years of African-American History Commission Act to extend the 400 Years of African-American History Commission, and for other purposes.",
116-HB2126,117-HB3458,short,State and Local Pensions Accountability and Security Act,
116-HB8765,117-HB1150,short & long,Modernizing America’s Apprenticeship Act,To codify the Industry-Recognized Apprenticeship Programs of the Department of Labor.
116-HB4316,117-HB4667,short,Public School Emergency Relief Act,
116-HB4280,117-HB3763,long,,"To amend title XVI of the Social Security Act to update eligibility for the supplemental security income program, and for other purposes."
116-HJR64,117-HJR16,short,"Providing for congressional disapproval of the proposed transfer to the Kingdom of Saudi Arabia, the United Kingdom of Great Britain and Northern Ireland, the Kingdom of Spain, and the Italian Republic of certain defense articles and services.",
116-HB2992,117-HB6952,short,RAISE Act Rewarding Achievement and Incentivizing Successful Employees Act,
116-HB3797,117-HB5657,short,Medical Marijuana Research Act,
116-HB1721,117-HB910,short,Veterans Healthcare Improvement Act,
116-HCR44,117-HCR72,short,"Directing the Joint Committee on the Library to revise the statue commemorating women's suffrage which is located in the rotunda of the United States Capitol, commonly known as the ""Portrait Monument"", by placing on the statue an inscription which is based on the original inscription which was on the statue when the statue was delivered to the United States Capitol in 1921, and for other purposes.",
116-HB8568,117-HB828,short & long,PREPARE LTC Act Promoting Restoration of Emergency Preparedness and Advancing Response to Epidemics in Long-Term Care Act,"To amend title XVIII and title XIX of the Social Security Act to codify certain infection control and emergency preparedness regulations, to prohibit a reduction in the frequency of surveys of skilled nursing facilities and nursing facilities, to prohibit the waiver of certain reporting requirements, and for other purposes."
116-HB6204,117-HB2192,long,,"To provide for recovery by individuals who were stationed, lived, or worked at Camp Lejeune, for certain actions of omissions by the United States."
116-HB6236,117-HB6978,long,,"To amend the Higher Education Act of 1965 to provide for certain freedom of association protections, and for other purposes."
116-HB3128,117-HB6978,short,Collegiate Freedom of Association Act,
